,alignment,jaw,height,position,Maximum value,decay_a,decay_b,decay_c,full_path,collimator_type,beam_type,beam_state
274,1522895343_TCSG.6R7.B1_Align,0,3.654000000000001,2.8232925132717237,10.136000000000001,4.871279374549727,0.3904664260037509,6.176252606998022,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895343_TCSG.6R7.B1_Align,TCSG,PROTON,I
275,1522894838_TCSG.B5R3.B1_Align,1,0.8205263157894738,7.2248606030567295,1.2670000000000001,0.3874229195875921,0.07493728958461353,0.5285656832784346,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894838_TCSG.B5R3.B1_Align,TCSG,PROTON,I
276,1522894838_TCSG.B5R3.B1_Align,0,0.8205263157894738,6.583036251764775,1.2670000000000001,0.3874229195875921,0.07493728958461353,0.5285656832784346,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894838_TCSG.B5R3.B1_Align,TCSG,PROTON,I
277,1522895013_TCTPH.4L2.B1_Align,1,2.5431851851851857,2.802659697168224,2.8960000000000004,2.5445884693659786,0.4815180022170587,0.37752635192876016,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895013_TCTPH.4L2.B1_Align,TCTPH,PROTON,I
278,1522895013_TCTPH.4L2.B1_Align,0,2.5431851851851857,5.66840176694152,2.8960000000000004,2.5445884693659786,0.4815180022170587,0.37752635192876016,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895013_TCTPH.4L2.B1_Align,TCTPH,PROTON,I
279,1522895092_TCTPH.4L1.B1_Align,1,37.714684210526315,3.8967439820458165,47.06,25.711049917109015,46.20907407861168,21.348950079399998,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895092_TCTPH.4L1.B1_Align,TCTPH,PROTON,I
280,1522894371_TCP.C6L7.B1_Align,0,8.422636363636364,5.137850714859662,9.955,7.199304960617483,3.0375109416355386,2.759407687441823,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894371_TCP.C6L7.B1_Align,TCP,PROTON,I
281,1522894541_TCP.C6L7.B1_Align,0,8.464516129032257,4.656028133222638,11.402999999999999,2.7548834358281034,24.698788949350188,8.648116564171877,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894541_TCP.C6L7.B1_Align,TCP,PROTON,I
282,1522897761_TCLA.B6L7.B2_Align,0,11.965267857142859,8.834015885550293,14.299000000000001,12.314220992254564,1.026352514770164,2.375120183776649,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897761_TCLA.B6L7.B2_Align,TCLA,PROTON,I
283,1522894796_TCLA.B5R3.B1_Align,1,0.3494999999999998,4.929217855301249,1.0859999999999999,-1.3904336556274204,0.010733473376287297,1.7646018333804163,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894796_TCLA.B5R3.B1_Align,TCLA,PROTON,I
284,1522894796_TCLA.B5R3.B1_Align,0,0.3494999999999998,3.883482148294234,1.0859999999999999,-1.3904336556274204,0.010733473376287297,1.7646018333804163,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894796_TCLA.B5R3.B1_Align,TCLA,PROTON,I
285,1522895819_TCTPV.4L8.B1_Align,1,33.37744642857143,5.721847082400327,39.82,29.81114867674001,24.15768965494652,10.008851319855756,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895819_TCTPV.4L8.B1_Align,TCTPV,PROTON,I
286,1522895849_TCP.D6L7.B1_Align,1,4.17467741935484,2.368225881815147,6.516,3.1306027137468018,131.8935466111471,3.3853972862486486,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895849_TCP.D6L7.B1_Align,TCP,PROTON,I
287,1522896236_TCSG.A4R7.B1_Align,1,-2.944482142857143,2.3546017808096313,6.697,-43.000215588956806,149.16342669935557,49.69721558895673,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896236_TCSG.A4R7.B1_Align,TCSG,PROTON,I
288,1522896833_TCP.C6L7.B1_Align,1,14.277645161290321,4.784832188532479,16.833,14.72750026564494,1.0457597658003364,2.558289413847656,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896833_TCP.C6L7.B1_Align,TCP,PROTON,I
289,1522895814_TCTPV.4L8.B1_Align,0,19.753133333333334,1.4304617705884035,24.254,18.606778788796294,2.406323239045102,5.6761739627213075,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895814_TCTPV.4L8.B1_Align,TCTPV,PROTON,I
290,1522895730_TCP.D6L7.B1_Align,0,3.0311999999999992,2.748999454942541,4.5249999999999995,2.3038979665262254,23.519018272496155,2.2211020334737945,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895730_TCP.D6L7.B1_Align,TCP,PROTON,I
291,1522895397_TCSG.B4L7.B1_Align,0,5.107296875,4.086613248492967,9.231,-2252.337395851009,6.3859515635676985e-06,2256.8023605738795,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895397_TCSG.B4L7.B1_Align,TCSG,PROTON,I
292,1522895583_TCP.D6L7.B1_Align,1,2.0078928571428576,3.2505061122458225,2.8960000000000004,1.742781708301627,2.136435828908987,1.1587532165702197,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895583_TCP.D6L7.B1_Align,TCP,PROTON,I
293,1522896361_TCSG.B5L7.B1_Align,1,40.57751851851852,2.7883481705983355,57.558,53.19729687861791,0.7588387258709884,4.744745862230651,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896361_TCSG.B5L7.B1_Align,TCSG,PROTON,I
294,1522896361_TCSG.B5L7.B1_Align,0,40.57751851851852,2.859540038783825,57.558,53.19729687861791,0.7588387258709884,4.744745862230651,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896361_TCSG.B5L7.B1_Align,TCSG,PROTON,I
295,1522896572_TCTPH.4R8.B2_Align,0,0.7177619047619046,0.7493825672705309,1.317,-1.285612259603027,0.1845570428345062,2.0223091834914686,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896572_TCTPH.4R8.B2_Align,TCTPH,PROTON,I
296,1522894972_TCSG.5L3.B1_Align,1,3.1597931034482754,8.308752814049408,3.4389999999999996,3.0022297173918786,0.7426456566468166,0.3702359563326756,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894972_TCSG.5L3.B1_Align,TCSG,PROTON,I
297,1522894972_TCSG.5L3.B1_Align,0,3.1597931034482754,8.958245407711994,3.4389999999999996,3.0022297173918786,0.7426456566468166,0.3702359563326756,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894972_TCSG.5L3.B1_Align,TCSG,PROTON,I
298,1522895436_TCP.6L3.B1_Align,0,1.2217500000000003,4.011415662622762,2.8960000000000004,1.1323363846552528,2.4453515522385665,1.7690923964075222,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895436_TCP.6L3.B1_Align,TCP,PROTON,I
299,1522896071_TCP.B6L7.B1_Align,0,3.603545454545456,2.858860497905795,15.023,-1.2670000020864804,22.43703347535898,16.290000002086405,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896071_TCP.B6L7.B1_Align,TCP,PROTON,I
300,1522894598_TCP.C6L7.B1_Align,1,9.128678571428571,3.3441349592834175,10.86,3.231330549878472,25.324385785882374,7.628669447221633,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894598_TCP.C6L7.B1_Align,TCP,PROTON,I
301,1522895362_TCSG.6R7.B1_Align,1,12.623290322580647,3.2475332934621988,20.272000000000002,10.679333585291053,1.9662986073668338,9.664901730021166,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895362_TCSG.6R7.B1_Align,TCSG,PROTON,I
302,1522895958_TCSG.D4L7.B1_Align,1,0.5707962962962965,2.0273923048161087,1.2670000000000001,0.22356650235525602,1.7782598183786948,1.0577662356900384,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895958_TCSG.D4L7.B1_Align,TCSG,PROTON,I
303,1522895958_TCSG.D4L7.B1_Align,0,0.5707962962962965,1.7193630872335508,1.2670000000000001,0.22356650235525602,1.7782598183786948,1.0577662356900384,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895958_TCSG.D4L7.B1_Align,TCSG,PROTON,I
304,1522894945_TCSG.4R3.B1_Align,1,-9.091136363636362,3.944265021944377,21.358,5.911694360037102,1.921984483619156,15.44503384101522,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894945_TCSG.4R3.B1_Align,TCSG,PROTON,I
305,1522897246_TCLA.7L3.B2_Align,1,1.2669999999999995,4.350092205121447,4.162999999999999,-0.954536696702191,0.023428254390943957,3.3697290715376886,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897246_TCLA.7L3.B2_Align,TCLA,PROTON,I
306,1522896826_TCP.C6L7.B1_Align,0,14.057387096774194,6.153971608381753,16.471,14.282099091404389,1.2346412694405338,2.4079913874038685,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896826_TCP.C6L7.B1_Align,TCP,PROTON,I
307,1522897172_TCP.C6R7.B2_Align,1,8.804357142857144,2.6142453036032993,16.109,1.672380067425177,22.047070729655452,14.436619888303241,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897172_TCP.C6R7.B2_Align,TCP,PROTON,I
308,1522895508_TCP.D6L7.B1_Align,1,3.9264909090909095,3.4455364789989282,5.611,3.7463229445206654,1.015137602014487,2.0501120353771207,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895508_TCP.D6L7.B1_Align,TCP,PROTON,I
309,1522895197_TCLA.D6R7.B1_Align,1,5.02585,2.5241887533998786,5.611,4.013903408596447,0.32603150570011535,0.8667138537140566,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895197_TCLA.D6R7.B1_Align,TCLA,PROTON,I
310,1522895197_TCLA.D6R7.B1_Align,0,5.02585,7.252944957009391,5.611,4.013903408596447,0.32603150570011535,0.8667138537140566,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895197_TCLA.D6R7.B1_Align,TCLA,PROTON,I
311,1522895263_TCP.C6L7.B1_Align,0,51.09305128205129,2.685803116635809,114.935,2.9694329793505805,109.1312760885578,111.96556711191954,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895263_TCP.C6L7.B1_Align,TCP,PROTON,I
312,1522897203_TCTPH.4R2.B2_Align,1,10.417065573770495,1.811502141048014,17.557000000000002,-8.165714949020291,84.75735201004721,25.722714950654943,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897203_TCTPH.4R2.B2_Align,TCTPH,PROTON,I
313,1522895648_TCLA.A5R3.B1_Align,1,0.6043333333333332,5.098604001928946,1.0859999999999999,0.26772120739054195,26.035092596044553,0.8182787889104636,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895648_TCLA.A5R3.B1_Align,TCLA,PROTON,I
314,1522895648_TCLA.A5R3.B1_Align,0,0.6043333333333332,5.510414325161668,1.0859999999999999,0.26772120739054195,26.035092596044553,0.8182787889104636,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895648_TCLA.A5R3.B1_Align,TCLA,PROTON,I
315,1522897750_TCLA.B6L7.B2_Align,1,11.036945945945945,9.430045873009108,13.575,11.273044212770216,1.4073211541012052,2.4388071547052106,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897750_TCLA.B6L7.B2_Align,TCLA,PROTON,I
316,1522897750_TCLA.B6L7.B2_Align,0,11.036945945945945,9.3193545896239,13.575,11.273044212770216,1.4073211541012052,2.4388071547052106,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897750_TCLA.B6L7.B2_Align,TCLA,PROTON,I
317,1522894378_TCP.C6L7.B1_Align,1,7.917677419354838,4.584470322213073,9.593,8.250237080523554,1.0788652916095534,1.60716326912293,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894378_TCP.C6L7.B1_Align,TCP,PROTON,I
318,1522896540_TCP.C6R7.B2_Align,0,7.122187500000001,5.3763767462373915,9.412,8.340253087431966,0.690742673596732,2.1010427411257826,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896540_TCP.C6R7.B2_Align,TCP,PROTON,I
319,1522896553_TCTPH.4R8.B2_Align,1,0.6503962264150943,9.017295727049257,1.136,0.15875777438148692,25.732034769933964,0.9772419336630489,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896553_TCTPH.4R8.B2_Align,TCTPH,PROTON,I
320,1522896553_TCTPH.4R8.B2_Align,0,0.6503962264150943,0.008234973266711652,1.136,0.15875777438148692,25.732034769933964,0.9772419336630489,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896553_TCTPH.4R8.B2_Align,TCTPH,PROTON,I
321,1522895068_TCTPH.4L1.B1_Align,1,0.8170769230769233,4.635463218456964,1.2670000000000001,0.056249999222923196,34.4247844937482,1.2107500000673328,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895068_TCTPH.4L1.B1_Align,TCTPH,PROTON,I
322,1522895068_TCTPH.4L1.B1_Align,0,0.8170769230769233,1.4682044855272058,1.2670000000000001,0.056249999222923196,34.4247844937482,1.2107500000673328,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895068_TCTPH.4L1.B1_Align,TCTPH,PROTON,I
323,1522895793_TCP.D6L7.B1_Align,1,4.0725,2.553969088232021,5.611,3.5858288960821936,1.0987838407521893,2.222184038535947,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895793_TCP.D6L7.B1_Align,TCP,PROTON,I
324,1522895762_TCTPV.4L1.B1_Align,0,3.3581551724137926,2.314057130445937,4.887,3.5643697423585183,46.46679343021381,1.3226302566701853,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895762_TCTPV.4L1.B1_Align,TCTPV,PROTON,I
325,1522897421_TCSG.A5L3.B2_Align,0,1.0107237569060774,5.863693775410925,3.077,1.1727448838394596,0.94462243781174,2.06211427837066,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897421_TCSG.A5L3.B2_Align,TCSG,PROTON,I
326,1522894484_TCP.C6L7.B1_Align,1,7.657403508771929,3.9356795172859886,9.774,3.157141848310529,25.012776827379305,6.616858151689481,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894484_TCP.C6L7.B1_Align,TCP,PROTON,I
327,1522896142_TCSG.D5R7.B1_Align,1,1.3799354838709674,2.494845199018581,2.715,-8.346602008117431,0.0274953992837126,6.952565566531921,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896142_TCSG.D5R7.B1_Align,TCSG,PROTON,I
328,1522896142_TCSG.D5R7.B1_Align,0,1.3799354838709674,2.6046811511766315,2.715,-8.346602008117431,0.0274953992837126,6.952565566531921,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896142_TCSG.D5R7.B1_Align,TCSG,PROTON,I
329,1522895323_TCLA.B6R7.B1_Align,1,6.4617,2.86915129581628,12.67,6.306116132037877,1.498443231600885,6.487319048078964,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895323_TCLA.B6R7.B1_Align,TCLA,PROTON,I
330,1522897260_TCLA.6L3.B2_Align,1,0.7885964912280701,5.2371418213998835,1.629,0.8658249987897293,19.553278338151628,0.7631750001989475,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897260_TCLA.6L3.B2_Align,TCLA,PROTON,I
331,1522897260_TCLA.6L3.B2_Align,0,0.7885964912280701,3.673201631119368,1.629,0.8658249987897293,19.553278338151628,0.7631750001989475,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897260_TCLA.6L3.B2_Align,TCLA,PROTON,I
332,1522895356_TCSG.6R7.B1_Align,0,13.124033898305083,2.1600428437655657,19.91,2917.7006868082917,3.5922851668015507e-06,-2908.9677913501823,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895356_TCSG.6R7.B1_Align,TCSG,PROTON,I
333,1522896328_TCSG.A5L7.B1_Align,0,14.48724,1.9033521784614793,28.779,7.679401448720338,1042.1642270611962,21.099598551279605,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896328_TCSG.A5L7.B1_Align,TCSG,PROTON,I
334,1522897692_TCP.C6R7.B2_Align,0,23.757212765957448,2.4902117679735833,35.114000000000004,17.893938475148243,62.214478893741315,17.220061516281994,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897692_TCP.C6R7.B2_Align,TCP,PROTON,I
335,1522894781_TCP.C6L7.B1_Align,0,13.2243125,3.8879743110158556,18.462,10.113531037070384,378.5524551830132,8.34846896291341,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894781_TCP.C6L7.B1_Align,TCP,PROTON,I
336,1522896346_TCSG.A5L7.B1_Align,1,7.146267857142856,1.6550888515312294,24.616,-21.23982643675685,114.67803422943992,45.85582644325066,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896346_TCSG.A5L7.B1_Align,TCSG,PROTON,I
337,1522897308_TCLA.B5L3.B2_Align,1,3.1302444444444446,5.276238075610538,3.801,2.390616289830059,0.27868615153961523,0.7484216366706169,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897308_TCLA.B5L3.B2_Align,TCLA,PROTON,I
338,1522897308_TCLA.B5L3.B2_Align,0,3.1302444444444446,3.8407210496336166,3.801,2.390616289830059,0.27868615153961523,0.7484216366706169,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897308_TCLA.B5L3.B2_Align,TCLA,PROTON,I
339,1522896277_TCSG.A4L7.B1_Align,0,1.1341090909090912,3.7986072381093825,2.5340000000000003,0.8726301672412182,1.754178336129928,1.6778695655308307,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896277_TCSG.A4L7.B1_Align,TCSG,PROTON,I
340,1522894983_TCSG.5L3.B1_Align,0,0.45294021739130397,4.681099058982642,2.1719999999999997,0.4614473104085365,16.556896123923632,1.7105525024762338,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894983_TCSG.5L3.B1_Align,TCSG,PROTON,I
341,1522896307_TCP.B6L7.B1_Align,0,26.48130555555555,2.1821490935987633,42.535,12.321078280706173,1.4359310990991152,31.030104737901244,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896307_TCP.B6L7.B1_Align,TCP,PROTON,I
342,1522897197_TCTPH.4R2.B2_Align,0,10.392048780487805,4.1281346868113395,16.471,-6.435551585094012,65.361803655022,22.906551585093943,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897197_TCTPH.4R2.B2_Align,TCTPH,PROTON,I
343,1522897386_TCSG.B5L3.B2_Align,1,3.137333333333335,6.340191450087265,8.145000000000001,3.363683387218659,0.908567647397655,4.713173891552185,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897386_TCSG.B5L3.B2_Align,TCSG,PROTON,I
344,1522897120_TCP.C6R7.B2_Align,0,8.690339285714284,3.2248719436171043,11.945999999999998,7.082328160642875,1.312503381866954,5.151778970835499,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897120_TCP.C6R7.B2_Align,TCP,PROTON,I
345,1522897464_TCSG.4L3.B2_Align,1,1.4580555555555554,4.687367955239282,2.715,2320.2691610849424,-1.230885983766856e-06,-2318.258003386379,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897464_TCSG.4L3.B2_Align,TCSG,PROTON,I
346,1522897464_TCSG.4L3.B2_Align,0,1.4580555555555554,2.81242077314357,2.715,2320.2691610849424,-1.230885983766856e-06,-2318.258003386379,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897464_TCSG.4L3.B2_Align,TCSG,PROTON,I
347,1522896108_TCSG.E5R7.B1_Align,0,3.383518518518517,2.200139387939028,5.972999999999999,-0.07251217537621775,247.96209546059464,6.0455121753732,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896108_TCSG.E5R7.B1_Align,TCSG,PROTON,I
348,1522895425_TCP.6L3.B1_Align,1,6.9719444444444445,4.123694472518055,7.602,5.803060238785,0.09236796847175748,1.0989523265314092,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895425_TCP.6L3.B1_Align,TCP,PROTON,I
349,1522895425_TCP.6L3.B1_Align,0,6.9719444444444445,4.919853306321047,7.602,5.803060238785,0.09236796847175748,1.0989523265314092,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895425_TCP.6L3.B1_Align,TCP,PROTON,I
350,1522895825_TCTPV.4L8.B1_Align,0,30.691566666666667,1.347295388588449,37.105,28.551898761086047,1.1603438150208167,9.812228865951957,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895825_TCTPV.4L8.B1_Align,TCTPV,PROTON,I
351,1522895938_TCLA.A6R7.B1_Align,1,17.033392857142857,1.1087284514501754,21.72,15.601224236447475,1.386355478892794,6.522047742062537,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895938_TCLA.A6R7.B1_Align,TCLA,PROTON,I
352,1522897747_TCP.C6R7.B2_Align,1,30.607100000000003,1.827109401009762,42.173,6.216254765335195,72.35593214085834,35.95674538315729,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897747_TCP.C6R7.B2_Align,TCP,PROTON,I
353,1522897148_TCTPH.4R1.B2_Align,1,7.614983870967742,4.664304874650661,11.041,7.319685069661353,0.6981090597510916,4.298161558777905,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522897148_TCTPH.4R1.B2_Align,TCTPH,PROTON,I
354,1522896410_TCSG.A6L7.B1_Align,0,21.0141,3.4687767438742556,29.684,580.125355725234,-4.139627756662361e-06,-568.3863596903108,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522896410_TCSG.A6L7.B1_Align,TCSG,PROTON,I
355,1522895005_TCP.C6L7.B1_Align,0,7.357491228070176,3.487250578111251,13.575,-5.890041618507226,44.647259183296235,19.46504161850722,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895005_TCP.C6L7.B1_Align,TCP,PROTON,I
356,1522894802_TCLA.B5R3.B1_Align,1,1.14935,4.853164349331367,2.5340000000000003,0.3835859867319683,32.243807061872005,2.1504140132680143,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894802_TCLA.B5R3.B1_Align,TCLA,PROTON,I
357,1522894802_TCLA.B5R3.B1_Align,0,1.14935,3.807428642325587,2.5340000000000003,0.3835859867319683,32.243807061872005,2.1504140132680143,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894802_TCLA.B5R3.B1_Align,TCLA,PROTON,I
358,1522894661_TCTPH.4L5.B1_Align,1,3.320130434782608,6.789197598255535,4.343999999999999,-6.863092112762475,36.46319084375261,11.207092113470674,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894661_TCTPH.4L5.B1_Align,TCTPH,PROTON,I
359,1522895117_TCTPH.4L8.B1_Align,0,11.386545454545484,5.052274673590016,146.067,29.988750408190647,252.30388497385442,116.07824985147123,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895117_TCTPH.4L8.B1_Align,TCTPH,PROTON,I
360,1522895592_TCTPV.4L5.B1_Align,1,1.3607931034482759,3.656329476858417,1.991,1.378359960316489,1.7348422909773125,0.6166802966544729,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895592_TCTPV.4L5.B1_Align,TCTPV,PROTON,I
361,1522895592_TCTPV.4L5.B1_Align,0,1.3607931034482759,3.62921207653561,1.991,1.378359960316489,1.7348422909773125,0.6166802966544729,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895592_TCTPV.4L5.B1_Align,TCTPV,PROTON,I
362,1522894963_TCP.C6L7.B1_Align,0,9.030947368421053,3.5635789401433606,29.503000000000004,-8.203825069232982,68.41084597010035,37.7068248489423,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894963_TCP.C6L7.B1_Align,TCP,PROTON,I
363,1522895705_TCTPV.4L2.B1_Align,0,2.2314642857142855,2.1444973754156345,3.077,0.34252063857666487,91.02919975021014,2.7344793614207505,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522895705_TCTPV.4L2.B1_Align,TCTPV,PROTON,I
364,1522894703_TCLA.7R3.B1_Align,1,2.7636206896551725,5.180168149096275,3.127,0.13553373302774852,118.49201794243166,2.991466266972589,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2-test_2018/1522894703_TCLA.7R3.B1_Align,TCLA,PROTON,I
